RowNumber;CustomerId;Surname;CPF;CEP;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
992;15806926;Watson;4.02954E+11;6055328;615;France;Female;35;2;97440.02;2;1;1;139816.1;0
993;15724563;Hawkins;4.34316E+11;9770423;752;Germany;Female;42;3;65046.08;2;0;1;140139.28;0
994;15782899;Ginn;5.8179E+11;9271893;661;Spain;Female;28;7;95357.49;1;0;0;102297.15;0
995;15623521;Sozonov;8.82982E+11;5728843;838;Spain;Male;43;9;123105.88;2;1;0;145765.83;0
996;15810218;Sun;1.17899E+11;9332452;610;Spain;Male;29;9;0;3;0;1;83912.24;0
997;15645621;Hunter;6.82307E+11;9219108;811;Spain;Male;44;3;0;2;0;1;78439.73;0
998;15608114;Manfrin;7.98594E+11;8239058;587;Spain;Male;62;7;121286.27;1;0;1;6776.92;0
999;15659557;Artamonova;1.57607E+11;1017878;811;Germany;Female;28;4;167738.82;2;1;1;9903.42;0
1000;15787772;Hansen;8.00066E+11;6169513;759;France;Female;38;1;104091.29;1;0;0;91561.91;0
1001;15691111;Pai;6.28246E+11;8480975;648;Germany;Female;42;8;121980.56;2;1;0;4027.02;0
1002;15592089;Larsen;1.43707E+11;3444751;788;France;Female;43;10;0;2;1;1;116111.51;0
1003;15633897;Owen;3.22439E+11;4824987;725;Germany;Male;39;1;50880.98;2;1;1;184023.54;0
1004;15701301;Murphy;8.36932E+11;1672040;646;France;Female;42;3;175159.9;2;0;0;67124.48;1
1005;15723685;Ekechukwu;4.4979E+11;3340239;601;Germany;Female;26;7;105514.69;2;1;0;50070.59;0
1006;15701602;Ayers;1.04742E+11;2452529;521;Germany;Male;52;5;116497.31;3;0;0;53793.1;1
1007;15739189;Johnson;6.36199E+11;5368455;561;Spain;Female;33;6;0;2;1;0;45261.47;0
1008;15573086;Millar;6.33254E+11;8536446;564;France;Male;42;7;99824.45;1;1;1;36721.4;0
1009;15569050;Farrell;3.98616E+11;1478803;444;France;Male;45;6;0;1;1;0;130009.85;1
1010;15750765;Sanders;8.91707E+11;9727764;650;Spain;Male;71;0;0;1;1;1;175380.77;0
1011;15799811;Herrera;7.03797E+11;8686838;724;France;Male;40;10;0;1;1;0;127847.25;1
1012;15698442;Eberechukwu;9.44341E+11;9169267;719;Spain;Male;35;3;122964.88;1;1;1;138231.7;0
1013;15655274;Bardin;4.19782E+11;3344880;548;France;Female;29;4;0;2;0;1;48673.18;0
1014;15603594;Nwankwo;7.53955E+11;6562664;635;Spain;Male;24;4;0;2;1;1;70668.77;0
1015;15585961;Talbot;8.99821E+11;6315499;496;Spain;Female;43;3;0;2;0;1;199505.53;0
1016;15686936;McGregor;3.78858E+11;5377053;676;France;Female;37;5;89634.69;1;1;1;169583.18;1
1017;15770424;Onyeorulu;2.7869E+11;4467440;541;Germany;Male;40;7;95710.11;2;1;0;49063.42;0
1018;15587451;Goold;1.26532E+11;1882137;778;Germany;Male;41;7;139706.31;1;1;0;63337.19;0
1019;15602010;Zikoranaudodimma;9.14336E+11;8563511;850;Germany;Female;45;5;103909.86;1;1;0;60083.11;1
1020;15600583;Garner;9.68859E+11;8081048;633;France;Male;31;1;0;1;1;0;48606.71;0
1021;15654673;Onyinyechukwuka;4.21924E+11;4203721;625;France;Male;49;6;173434.9;1;1;0;165580.93;1
1022;15717164;Genovese;4.68994E+11;9322668;485;Spain;Male;32;6;102238.01;2;1;1;194010.12;0
1023;15765014;Mai;1.33644E+11;7980629;547;France;Female;48;1;179380.74;2;0;1;69263.1;0
1024;15682639;Marshall;8.2195E+11;8979710;642;France;Male;32;3;0;2;1;1;88698.83;0
1025;15729279;Naylor;9.25727E+11;7913122;718;France;Female;25;4;108691.95;1;1;0;63030.97;0
1026;15759805;Pinto;3.08613E+11;1425623;582;France;Female;32;4;0;2;1;0;59668.81;0
1027;15767864;Fulton;6.80328E+11;4485210;628;France;Male;33;6;0;2;0;0;184230.23;0
1028;15769948;Palerma;6.26264E+11;7492261;737;Germany;Male;35;0;133377.8;1;0;1;64050.19;0
1029;15686345;McCaffrey;3.8831E+11;6968034;828;Spain;Male;34;9;0;2;1;1;81853.98;0
1030;15688071;Collins;5.32261E+11;9703379;609;Spain;Male;53;10;0;1;1;1;154642.91;0
1031;15681174;Zuev;6.46959E+11;3770440;730;France;Male;39;1;116537.6;1;0;0;145679.6;0
1032;15667521;Crawford;5.43487E+11;6468510;631;France;Female;22;3;0;2;0;0;30781.77;0
1033;15750243;Genovese;9.24868E+11;8992630;830;Spain;Male;40;4;0;2;0;1;81622.52;0
1034;15695475;Maclean;4.17378E+11;6201331;645;France;Male;29;1;130131.08;2;0;1;196474.35;0
1035;15689176;Fabro;4.73624E+11;4534115;663;France;Male;46;3;0;2;0;1;176276.1;0
1036;15652955;Price;7.88218E+11;9141703;678;Spain;Male;30;0;0;1;1;0;35113.08;0
1037;15668958;Chatfield;5.62836E+11;8590685;521;France;Male;30;2;107316.09;1;1;0;64299.82;0
1038;15631054;Volkova;3.99752E+11;3831292;625;France;Female;24;1;0;2;1;1;180969.55;0
1039;15581479;Archer;9.27333E+11;6594121;523;France;Male;30;1;83181.29;1;1;1;138176.78;0
1040;15577478;Ch'iu;6.28327E+11;5013270;714;France;Female;72;3;0;1;1;1;86733.61;0
1041;15780870;McKay;4.18939E+11;3622862;580;Spain;Male;67;3;153946.14;1;1;1;7418.92;0
1042;15692317;Craig;1.84041E+11;1513014;722;France;Male;30;5;0;2;1;0;166376.54;0
1043;15593969;Abramovich;6.44929E+11;2381396;630;Spain;Female;39;7;135483.17;1;1;0;140881.2;1
1044;15570417;Chien;9.24171E+11;1597140;579;France;Male;35;1;0;2;1;0;4460.2;0
1045;15779059;Timms;5.13807E+11;2289470;670;France;Female;38;4;119624.54;2;1;1;110472.12;0
1046;15785980;Williford;1.72257E+11;4174316;588;Spain;Male;34;6;121132.26;2;1;0;86460.28;0
1047;15644200;Hamilton;6.20485E+11;2886152;807;Spain;Female;42;1;0;1;1;0;16500.66;1
1048;15793949;Cheng;2.50968E+11;8184735;726;France;Female;48;4;0;1;1;0;114020.06;1
1049;15645103;Su;3.64753E+11;5134329;812;Germany;Male;25;5;54817.55;1;1;0;131660.31;0
1050;15705860;McKenzie;8.61628E+11;4599224;631;Germany;Male;40;3;107949.45;1;1;0;52449.62;1
1051;15623828;Akobundu;4.32473E+11;5170684;682;France;Male;30;4;0;1;0;1;161465.31;0
1052;15715003;Ko;1.40508E+11;8727969;625;Spain;Female;49;2;80816.45;1;1;1;20018.79;0
1053;15623471;Marcelo;8.09216E+11;5066079;607;Germany;Male;38;3;98205.77;1;1;0;176318.27;0
1054;15798348;Chukwuebuka;2.78403E+11;2775637;600;Spain;Female;50;6;94684.27;1;1;1;50488.91;0
1055;15743016;MacDonald;8.86338E+11;6853460;602;Spain;Female;22;7;141604.76;1;1;0;30379.6;0
1056;15769499;Lampungmeiua;2.29244E+11;3169708;545;Spain;Female;74;3;0;2;1;1;161326.73;0
1057;15798521;Tai;6.89351E+11;5334274;675;Spain;Male;33;3;0;2;1;0;45348.08;0
1058;15706534;Enyinnaya;2.96656E+11;7773356;581;France;Female;47;1;122949.14;1;0;0;180251.68;1
1059;15706186;McKenzie;7.14343E+11;3950866;640;Germany;Male;33;8;81677.22;2;0;0;34925.56;0
1060;15812197;Kline;5.65248E+11;6006221;850;France;Male;38;7;80293.98;1;0;0;126555.74;0
1061;15650933;Ma;9.70508E+11;6122440;490;Spain;Female;48;8;155413.06;1;1;0;187921.3;0
1062;15692991;Wood;6.00077E+11;7257310;710;Spain;Female;38;4;0;2;1;1;136390.88;0
1063;15631189;Riggs;3.96345E+11;4806763;613;Germany;Male;38;9;67111.65;1;1;0;78566.64;1
1064;15762198;Capon;7.20039E+11;6565327;812;France;Male;34;5;103818.43;1;1;1;166038.27;0
1065;15699598;Smith;3.18086E+11;6986984;723;France;Female;20;4;0;2;1;1;140385.33;0
1066;15692744;Davison;8.05433E+11;1039219;512;France;Male;36;4;152169.12;2;0;0;38629.3;1
1067;15688963;Ingram;3.60389E+11;4045370;731;France;Female;52;10;0;1;1;1;24998.75;1
1068;15599131;Dilke;4.58257E+11;7870366;650;Germany;Male;26;4;214346.96;2;1;0;128815.33;0
1069;15680303;Gibson;8.0546E+11;2649785;594;France;Male;57;6;0;1;1;0;19376.56;1
1070;15628674;Iadanza;7.42137E+11;5622311;844;France;Male;40;7;113348.14;1;1;0;31904.31;1
1071;15648075;Hebert;9.91962E+11;5799151;686;Germany;Female;47;5;170935.94;1;1;0;173179.79;1
1072;15586970;Pinto;8.64903E+11;7995823;695;Germany;Male;52;8;103023.26;1;1;1;22485.64;0
1073;15625698;Dumetochukwu;3.72923E+11;9877460;624;Spain;Female;23;6;0;2;0;1;196668.51;0
1074;15790497;Ross;4.48789E+11;2218954;503;Spain;Male;37;6;0;2;0;0;136506.86;0
1075;15682618;Jamieson;2.42317E+11;8533255;535;France;Female;31;7;111855.04;2;1;1;36278.89;0
1076;15762937;Chiganu;2.89151E+11;9459213;743;Germany;Female;32;6;140348.56;2;1;1;163254.39;0
1077;15750929;Burgess;3.94257E+11;8968165;702;Spain;Male;39;8;0;2;1;0;99654.13;0
1078;15729832;Cheng;4.39822E+11;2865088;658;France;Male;29;3;145512.84;1;1;0;20207.02;0
1079;15633650;Woods;1.30478E+11;5975904;677;Germany;Female;41;8;146720.98;2;1;1;4195.84;0
1080;15748856;Liang;4.25062E+11;8101687;664;France;Male;32;10;107209.73;1;1;1;112340.2;0
1081;15589195;Bluett;1.3688E+11;7582735;766;Germany;Female;38;7;130933.74;1;0;1;2035.94;0
1082;15699911;Chapman;9.9737E+11;6789748;461;Spain;Female;35;8;0;1;1;0;132295.95;0
1083;15663438;Andrejew;4.62864E+11;4983408;688;Spain;Male;36;0;89772.3;1;1;0;177383.68;1
1084;15692583;Udobata;1.22421E+11;9245812;678;France;Female;32;5;0;2;1;0;90284.47;0
1085;15591257;Ejimofor;6.52167E+11;7943639;796;France;Male;24;8;0;2;1;0;61349.37;0
1086;15646513;Spyer;2.75948E+11;9119717;803;France;Male;42;5;0;1;1;0;196466.83;1
1087;15708063;Walker;8.73204E+11;2163490;712;France;Male;36;2;100749.5;3;0;0;70758.37;1
1088;15696098;Palermo;4.86214E+11;6341790;498;France;Female;31;10;0;2;1;0;13892.57;0
1089;15645517;Philip;4.39192E+11;2724875;850;Spain;Male;22;2;0;2;1;1;9684.52;0
1090;15649744;Fallaci;4.68423E+11;5057873;628;France;Female;51;3;123981.31;2;1;1;40546.15;0
1091;15604304;Perry;2.46496E+11;5221555;539;Germany;Female;34;4;91622.42;1;1;1;136603.42;0
1092;15784092;Henderson;8.61614E+11;8605544;732;France;Male;36;7;126195.81;1;1;1;133172.48;0
1093;15585198;Bergamaschi;3.37244E+11;9037310;715;France;Male;41;4;94267.9;1;0;1;152821.12;1
1094;15624347;Fokine;4.07827E+11;4804492;651;France;Male;40;4;0;2;1;1;147715.83;0
1095;15621687;Mackay;5.07672E+11;7961216;813;France;Male;34;0;0;2;1;0;43169.15;0
1096;15689081;Wu;3.68828E+11;3291573;692;France;Male;29;4;0;1;1;0;76755.99;1
1097;15813168;Maslova;8.90335E+11;7767141;756;Germany;Female;39;3;100717.85;3;1;1;73406.04;1
1098;15604295;Wei;8.39842E+11;2706664;543;France;Male;36;6;0;2;1;0;176728.28;0
1099;15724127;McLean;8.47641E+11;6788513;790;France;Female;26;4;141581.71;2;0;0;98309.27;0
1100;15673055;Sung;8.51102E+11;3897461;494;Spain;Male;38;7;0;2;1;1;6203.66;0
1101;15768201;Paterson;8.0434E+11;8420597;850;France;Female;39;2;148586.64;1;1;1;176791.27;0
1102;15782219;Fanucci;3.78112E+11;7368288;703;Spain;Male;29;9;0;2;1;0;50679.48;0
1103;15746410;Thompson;3.33949E+11;5656063;432;Spain;Male;38;7;0;2;1;0;150580.88;0
1104;15780144;Tisdall;9.8908E+11;1285831;512;Germany;Female;32;2;123403.85;2;1;0;80120.19;0
1105;15590476;Onochie;4.52432E+11;4183509;589;France;Male;28;7;0;2;1;0;151645.96;0
1106;15624293;Mironova;2.02149E+11;1566861;514;France;Female;46;3;106511.85;1;1;0;55072.32;0
1107;15618182;Ndubueze;9.27834E+11;6453016;678;France;Female;38;2;0;2;0;0;115068.99;0
1108;15660316;Stephenson;9.47555E+11;1644586;420;Germany;Female;34;1;135549.9;1;0;0;149471.13;1
1109;15678886;Golubev;8.01451E+11;2447881;679;Germany;Male;38;7;110555.37;2;1;0;46522.68;0
1110;15616330;Liao;1.56708E+11;7349207;595;France;Male;31;4;0;2;1;0;189995.86;0
1111;15592229;Mullan;7.49632E+11;2280863;713;France;Female;52;0;185891.54;1;1;1;46369.57;1
1112;15798424;Glover;1.04036E+11;9542379;833;Germany;Male;59;1;130854.59;1;1;1;30722.52;1
1113;15714750;Northey;7.07282E+11;8900332;690;France;Female;42;3;92578.14;2;0;0;70810.6;0
1114;15648800;Paterson;3.29492E+11;1235218;731;Germany;Female;21;8;132312.06;1;1;0;106663.46;1
1115;15626147;Maclean;3.13679E+11;2171651;608;France;Female;62;8;144976.5;1;0;0;175836.03;1
1116;15626608;Howarde;7.00011E+11;6368865;479;Spain;Male;48;5;87070.23;1;0;1;85646.41;0
1117;15723250;Teng;1.81682E+11;5731181;519;France;Male;42;8;0;2;1;1;101485.72;0
1118;15592583;Colman;4.46644E+11;6102096;731;France;Female;47;1;115414.19;3;0;0;191734.67;1
1119;15759381;Johnson;1.24655E+11;6677410;617;Spain;Male;61;7;91070.43;1;1;1;101839.77;0
1120;15585241;Butcher;5.77387E+11;1737587;756;Spain;Male;29;2;117412.19;2;1;0;4888.91;0
1121;15589358;Stanley;5.57856E+11;6509330;848;Germany;Male;31;4;90018.45;2;1;0;193132.98;0
1122;15672704;Jackson;9.42176E+11;3875531;809;France;Female;24;4;0;2;1;0;193518.76;0
1123;15789955;Hu;4.86459E+11;2851210;698;Germany;Male;56;1;112414.81;2;0;0;93982.02;1
1124;15596800;Hill;2.74784E+11;6327325;779;Germany;Male;33;1;158456.76;1;1;1;197000.92;1
1125;15627305;Pan;5.70619E+11;8542995;606;Spain;Male;35;7;0;1;1;0;106837.06;1
1126;15645316;Han;4.86958E+11;2759412;612;Germany;Female;58;1;149641.53;1;1;1;115161.28;0
1127;15593973;Wilkie;8.90221E+11;2771172;663;Spain;Female;33;8;122528.18;1;1;0;196260.3;0
1128;15647301;Bray;9.07305E+11;3709149;549;Germany;Female;45;3;143734.01;2;1;1;96404.38;0
1129;15750258;Ann;9.28962E+11;9366697;675;France;Female;32;2;155663.31;1;1;0;97658.66;0
1130;15685309;Souter;5.39603E+11;7216405;669;France;Female;35;7;0;1;1;1;49108.23;1
1131;15628205;Greco;2.29353E+11;3635477;571;Germany;Female;34;1;101736.66;1;0;1;195651.66;0
1132;15733974;Mao;9.98085E+11;6022496;500;Spain;Male;37;9;125822.21;1;1;0;111698;0
1133;15762110;Anderson;2.07414E+11;1099419;628;France;Male;37;0;0;2;1;1;171707.93;0
1134;15706899;Ma;5.65209E+11;4224348;559;France;Male;34;4;0;2;1;1;66721.98;0
1135;15732660;Black;4.65801E+11;9047250;769;France;Female;27;2;0;1;1;1;57876.05;0
1136;15656121;Medvedeva;5.86593E+11;5736716;733;Germany;Male;31;6;157791.07;2;0;0;177994.81;0
1137;15614220;Benson;1.80423E+11;1992335;750;France;Male;22;5;0;2;0;1;105125.65;0
1138;15645269;Duncan;6.18969E+11;2771605;583;France;Female;42;4;0;2;1;0;17439.66;0
1139;15698510;Onwudiwe;3.54804E+11;8039734;468;Germany;Male;42;9;181627.14;2;1;0;172668.39;0
1140;15569247;Mitchell;8.74874E+11;4113012;727;Spain;Female;57;1;109679.72;1;0;1;753.37;0
1141;15566251;Ferrari;1.08413E+11;3085386;618;France;Female;37;5;96652.86;1;1;0;98686.4;1
1142;15716134;Russo;1.4118E+11;1865126;617;France;Male;40;5;190008.32;2;1;1;107047.92;0
1143;15763625;Hazon;9.54985E+11;9128378;793;Spain;Male;41;9;0;2;1;0;152153.74;0
1144;15605965;Henderson;9.96358E+11;6822361;630;France;Male;43;9;0;2;1;1;34338.04;0
1145;15694821;Hardy;4.58175E+11;6700383;765;Germany;Male;43;4;148962.76;1;0;1;173878.87;1
1146;15601688;Piccio;1.65586E+11;3688515;546;France;Male;28;8;0;1;1;0;159254.29;0
1147;15575581;Dickson;5.83187E+11;1700252;614;Germany;Female;30;3;131344.52;2;1;0;54776.64;0
1148;15671209;Holden;9.34206E+11;3638810;593;Germany;Female;29;5;101713.84;3;1;0;134594.99;0
1149;15616529;Hsieh;5.80343E+11;1087919;613;Spain;Male;34;3;0;1;1;1;41724.72;0
1150;15773906;Doherty;6.36631E+11;4792327;655;France;Male;38;4;0;2;0;0;110527.71;0
1151;15722993;Page;5.89488E+11;3809976;700;France;Female;27;6;137963.07;1;0;0;8996.79;0
1152;15752463;Samuel;1.86948E+11;3656120;826;Spain;Female;29;4;129938.07;1;0;1;190200.53;0
1153;15589754;Malloy;6.48736E+11;1286439;652;Germany;Male;45;2;151421.44;1;0;1;115333.43;0
1154;15669899;Fitts;1.04425E+11;7163296;755;Germany;Female;45;7;135643;1;0;0;143619.52;1
1155;15766887;Iadanza;3.20479E+11;9390287;538;Spain;Male;39;2;122773.5;2;1;1;58467.08;0
1156;15768006;Wu;2.30279E+11;4688130;729;France;Male;34;3;152303.8;1;1;0;12128.69;0
1157;15741295;Yefimova;4.70642E+11;2820502;615;France;Male;49;3;0;2;1;1;49872.33;0
1158;15811327;Pan;9.9213E+11;5493655;700;Spain;Male;54;1;79415.67;1;0;1;139735.54;0
1159;15690007;Ts'ui;4.85738E+11;9394540;434;Germany;Female;58;9;125801.03;2;1;0;60891.8;1
1160;15690664;Liang;8.38514E+11;7177071;729;Spain;Male;37;10;0;2;1;0;100862.54;0
1161;15719348;Tsao;5.30224E+11;1852465;513;France;Male;35;8;0;1;1;0;76640.29;1
1162;15781802;Abramov;3.31655E+11;9243612;755;France;Male;41;6;104817.41;1;1;0;126013.58;1
1163;15752731;Millar;1.16566E+11;3722751;615;France;Female;30;9;0;1;1;0;87347.82;0
1164;15600997;Demuth;2.00683E+11;6818055;747;Germany;Female;32;5;67495.04;2;0;1;77370.37;0
1165;15750776;Genovese;8.8241E+11;4528877;850;France;Female;36;0;164850.54;1;1;1;62722.44;0
1166;15723907;Lawless;3.51179E+11;4797987;712;Germany;Female;49;5;154776.42;2;0;0;196257.68;0
1167;15633419;Brooks;3.22764E+11;3529999;622;Germany;Female;28;1;143124.63;2;1;0;81723.8;0
1168;15702430;Ignatyeva;4.76936E+11;3096657;548;France;Female;35;10;0;1;1;1;31299.71;0
1169;15710456;Balmain;9.79092E+11;9718120;607;France;Female;27;2;0;2;1;0;63495.86;0
1170;15650351;Millar;2.22902E+11;9033476;653;France;Female;38;8;102133.38;1;1;1;166520.96;0
1171;15590820;Ecuyer;3.8814E+11;1876866;699;Spain;Male;26;6;79932.41;1;0;0;150242.44;0
1172;15640454;Parkhill;4.14727E+11;9750049;693;Germany;Male;40;0;120711.73;1;0;0;27345.18;1
1173;15697789;Li Fonti;5.91741E+11;5384339;647;Germany;Female;43;3;122717.53;2;1;1;87000.39;0
1174;15808182;Beneventi;9.99968E+11;1444049;478;Spain;Female;36;3;92363.3;2;1;0;44912.7;0
1175;15588670;Despeissis;9.39919E+11;9475446;705;Spain;Female;40;5;203715.15;1;1;0;179978.68;1
1176;15721292;Atkins;2.68773E+11;1814904;719;Spain;Male;39;5;0;2;1;0;145759.7;0
1177;15604217;Williams;9.0821E+11;9475989;726;France;Male;34;9;0;2;0;0;14121.61;0
1178;15651369;Wright;1.97923E+11;4593317;626;France;Male;21;1;0;2;1;0;66232.23;0
1179;15782454;Hancock;9.40175E+11;2488400;552;France;Male;49;4;0;1;1;1;190296.76;1
1180;15814032;Hsieh;7.95292E+11;9883677;807;Germany;Female;31;1;93460.47;2;0;0;172782.69;0
1181;15570326;Wilkins;7.69179E+11;3809137;621;France;Male;34;6;0;2;1;1;99128.13;0
1182;15624428;Longo;3.24271E+11;3496224;651;Germany;Female;24;7;40224.7;1;1;1;178341.33;0
1183;15755638;Mancini;6.76386E+11;8321605;673;France;Female;43;5;168069.73;1;1;1;146992.24;1
1184;15600992;Madukaego;3.02463E+11;1101927;652;France;Male;36;1;0;2;1;1;151314.98;0
1185;15755649;Winter-Irving;8.83324E+11;6299950;584;Germany;Male;47;7;130538.77;1;1;0;92915.84;0
1186;15795228;Stewart;5.28783E+11;6478438;756;France;Male;37;3;132623.6;1;1;1;58974;0
1187;15589257;Grant;6.88008E+11;3010281;670;France;Female;35;3;103465.02;2;1;1;174627.06;0
1188;15719302;Brennan;4.47499E+11;9334704;765;France;Female;50;9;126547.8;1;1;1;79579.94;1
1189;15639882;She;1.56695E+11;7243617;528;France;Male;30;2;128262.72;2;1;0;50771.16;0
1190;15791279;Murray;7.43932E+11;7596089;701;France;Male;40;5;169742.64;1;1;1;153537.55;1
1191;15636935;Rischbieth;6.45605E+11;7096978;797;France;Female;29;1;0;2;1;1;132975.39;0
1192;15686909;Lung;4.74762E+11;2784695;639;Germany;Male;27;3;150795.81;1;0;1;85208.93;0
1193;15589572;Otutodilichukwu;1.59114E+11;4468368;785;Spain;Female;61;4;129855.72;2;1;0;170214.82;1
1194;15779947;Thomas;3.23649E+11;1432140;363;Spain;Female;28;6;146098.43;3;1;0;100615.14;1
1195;15573769;Fiorentini;2.96162E+11;2873819;764;France;Female;24;7;0;2;1;0;186105.99;0
1196;15578866;Hughes;6.26468E+11;4760057;676;France;Female;43;2;0;1;1;1;55119.53;0
1197;15739131;Whitworth;9.04091E+11;5141065;718;Germany;Male;28;4;65643.3;1;1;0;28760.99;0
1198;15813444;McIntosh;7.01645E+11;5766441;590;Spain;Female;34;6;0;2;1;0;171021.44;0
1199;15678058;Ayers;4.58407E+11;2628411;584;France;Male;38;9;104584.16;1;1;0;176678.72;0
1200;15769169;Trentino;1.32722E+11;8449858;645;France;Male;41;7;0;1;0;1;28667.56;0
1201;15804602;Boyd;4.50482E+11;8582361;772;Germany;Male;30;6;99785.28;2;0;0;197238.03;0
1202;15651052;McMasters;2.50491E+11;1075191;399;Germany;Male;46;2;127655.22;1;1;0;139994.68;1
1203;15724334;Alekseyeva;4.34997E+11;4929900;529;France;Male;22;5;0;1;1;0;151169.83;0
1204;15569451;Miller;4.01906E+11;3551096;463;France;Male;35;2;101257.16;1;1;1;118113.64;0
1205;15650098;Baranova;8.10583E+11;8484999;630;France;Female;40;7;0;2;1;1;34453.17;0
1206;15724307;Mitchell;5.91095E+11;7601822;780;France;Male;76;10;121313.88;1;0;1;64872.33;0
1207;15599268;Yobachi;1.08217E+11;7648767;584;Spain;Male;32;5;0;2;1;0;10956.82;0
1208;15594864;Huang;2.13821E+11;3920498;752;Germany;Male;30;4;81523.38;1;1;1;36885.85;0
1209;15616451;Genovese;7.15511E+11;9833712;697;France;Female;47;6;128252.66;1;1;1;168053.4;0
1210;15715667;Sorokina;4.03877E+11;7658384;850;France;Female;32;7;0;2;0;0;155227;0
1211;15658969;Gray;2.33448E+11;2938217;711;France;Male;51;7;0;3;1;0;38409.79;1
1212;15738174;Ervin;6.62762E+11;8161297;452;France;Female;32;5;0;2;0;1;75279.39;0
1213;15813590;Vance;4.75011E+11;3648260;610;Spain;Male;42;6;0;2;1;0;158302.59;1
1214;15624229;Noble;4.36812E+11;5795124;694;France;Female;22;4;0;2;1;1;11525.72;0
1215;15674148;Milanesi;6.16193E+11;1056371;579;Spain;Male;33;6;0;1;1;0;94993.04;1
1216;15625080;Parkin;8.19419E+11;4943694;745;Spain;Female;54;8;0;1;1;0;173912.29;1
1217;15682528;Cremonesi;3.31413E+11;1301685;572;France;Male;33;5;0;1;0;1;41139.05;0
1218;15696900;Burns;9.61951E+11;6223235;505;Germany;Male;29;3;145541.56;2;1;1;58019.95;0
1219;15730038;Docherty;2.81143E+11;4099748;706;France;Female;23;5;0;1;0;0;164128.41;1
1220;15812272;Ugonna;9.21036E+11;4018901;693;Germany;Male;44;5;124601.58;2;1;1;46998.13;1
1221;15654654;L?;1.82429E+11;7541555;725;Germany;Female;33;7;115182.84;2;1;1;177279.41;0
1222;15697625;Bevan;4.92864E+11;7427503;791;France;Male;37;2;163789.49;2;1;0;75832.53;0
1223;15616280;Hsia;5.54563E+11;1836408;536;France;Male;46;1;65733.41;1;1;0;61094.53;0
1224;15654229;O'Neill;5.15245E+11;6434831;699;Spain;Male;47;1;0;2;0;1;30117.44;0
1225;15628298;Johnstone;3.25861E+11;7206424;500;Spain;Female;47;8;128486.11;1;1;0;179227.12;0
1226;15733387;Pham;7.86721E+11;2124183;707;Spain;Female;53;6;109663.47;1;1;1;52110.45;0
1227;15775572;Bergamaschi;8.98098E+11;8491123;531;Germany;Female;42;6;88324.31;2;1;0;75248.75;0
1228;15613844;Murphy;3.7958E+11;2610984;557;France;Female;28;7;146445.24;2;1;0;184317.74;0
1229;15578515;Osinachi;8.85333E+11;4799548;659;France;Female;38;3;0;2;1;0;158553.1;0
1230;15607598;Muravyov;8.40898E+11;2765675;575;Spain;Female;31;6;0;2;1;1;95686.42;0
1231;15742480;Igwebuike;9.6633E+11;7430885;775;Germany;Male;36;2;109949.05;2;0;1;71682.54;0
1232;15749482;Zack;9.119E+11;3982975;772;Spain;Male;30;4;78653.05;1;1;0;1790.48;0
1233;15607537;Crawford;8.81117E+11;4723555;587;Germany;Male;46;9;107850.82;1;1;0;139431;1
1234;15575410;Chidiegwu;5.48719E+11;5561905;667;Germany;Female;39;4;83765.35;2;1;0;118358.54;0
1235;15684865;Lucchesi;4.24099E+11;2158857;771;France;Female;66;7;143773.07;1;1;1;130827.88;0
1236;15600700;Pan;5.87677E+11;4930549;523;Germany;Male;63;6;116227.27;1;1;1;119404.63;0
1237;15774155;Trevisani;6.39143E+11;6483307;662;Germany;Male;33;0;103471.52;1;1;1;162703;0
1238;15634267;Yudin;1.04965E+11;4120818;717;France;Male;42;5;0;2;1;0;172665.21;0
1239;15619626;Wade;8.79692E+11;7189945;746;France;Male;24;3;137492.35;2;0;1;170142.09;0
1240;15660422;Chung;6.79172E+11;1986609;569;France;Male;28;7;0;2;1;0;73977.23;0
1241;15617934;Septimus;1.24861E+11;2277868;579;France;Male;36;9;129829.59;1;1;1;60906.12;0
1242;15760774;Hargraves;1.78971E+11;5387472;519;France;Female;21;1;146329.57;2;1;1;194867.27;0
1243;15813132;Chukwukadibia;8.80978E+11;6087859;696;Germany;Male;30;4;114027.7;1;1;1;193716.56;0
1244;15593331;Sidorov;7.68055E+11;7043231;693;Germany;Male;25;6;146580.69;1;0;1;14633.35;0
1245;15616709;Bunton;2.60468E+11;3536043;587;Germany;Female;38;0;132122.42;2;0;0;31730.32;0
1246;15658052;Cameron;6.54996E+11;1721581;626;France;Female;44;10;81553.93;1;1;0;20063.63;1
1247;15721189;Kung;8.60068E+11;4082518;666;France;Female;66;7;0;2;1;1;99792.82;0
1248;15711288;Hay;5.11062E+11;2662247;512;France;Male;24;6;0;2;1;0;37654.31;0
1249;15770030;Conti;5.23979E+11;3308256;689;Spain;Female;28;3;0;2;1;1;192449.02;0
1250;15803681;Sims;4.63781E+11;7500190;803;France;Female;26;4;0;2;1;1;181208.47;0
1251;15702789;Carter;8.66902E+11;1901992;548;Germany;Male;32;5;175214.71;1;1;1;155165.61;0
1252;15814930;McGregor;5.87467E+11;7095687;588;Germany;Female;40;10;125534.51;1;1;0;121504.18;1
1253;15658306;Lo;3.5171E+11;1324405;693;France;Male;68;4;97705.99;1;1;1;61569.07;0
